Number   ,Headword   ,Related word forms   ,SFI   ,U   
1,the,,87.8,60910
2,be,"am, are, aren't, been, being, beings, is, isn't, was, wasn't, were, weren't",86.9,48575
3,and,,84.9,30789
4,of,,84.8,30126
5,to,,84.7,29272
6,a,an,84.5,27872
7,in,,83.3,21143
8,have,"had, hadn't, has, hasn't, haven't, having",81.5,14210
9,it,its,81.4,13772
10,you,"your, yours",81.1,12810
11,he,"him, his",80.4,11017
12,for,,80,10025
13,they,"their, theirs, them",79.9,9764
14,not,,79.8,9494
15,that,those,79.4,8653
16,we,"our, ours, us",79.2,8401
17,on,,78.9,7763
18,with,,78.7,7381
19,this,these,78.5,7003
20,i,"me, my",78.3,6820
21,do,"did, didn't, does, doesn't, doing, don't, done",78.3,6802
22,as,,78.3,6747
23,at,,77.5,5570
24,she,"her, hers",77.2,5195
25,but,buts,77.1,5087
26,from,,76.6,4598
27,by,,76.4,4323
28,will,"willed, willing, won't",76.2,4195
29,or,,76.1,4060
30,say,"said, saying, sayings, says",75.3,3425
31,go,"goes, going, gone, gonna, went",75.1,3260
32,so,,75.1,3227
33,all,,75,3175
34,if,ifs,74.8,3009
35,one,ones,74.8,2997
36,would,wouldn't,74.8,2997
37,about,,74.7,2967
38,can,"can't, cannot",74.6,2890
39,which,,74.6,2886
40,there,,74.5,2820
41,know,"knew, knowing, known, knows",74.2,2634
42,more,,74.2,2631
43,get,"gets, getting, got, gotta, gotten",74.1,2573
44,who,"whom, whose",74,2534
45,like,"liked, likes, liking",73.9,2465
46,when,,73.9,2435
47,think,"thinking, thinks, thought, thoughts",73.9,2433
48,make,"made, makes, making",73.7,2359
49,time,"timed, times, timing",73.6,2302
50,see,"saw, seeing, seen, sees",73.5,2226
51,what,,73.4,2204
52,up,"upped, upping, ups",73.3,2150
53,some,,73.3,2130
54,other,others,73.2,2100
55,out,"outed, outing, outings, outs",73.1,2064
56,good,,73.1,2038
57,people,"peopled, peoples, peopling",73.1,2019
58,year,years,72.9,1949
59,take,"taken, takes, taking, took",72.7,1873
60,no,,72.7,1854
61,well,"welled, welling, wells",72.6,1835
62,because,,72.6,1824
63,very,,72.5,1792
64,just,,72.4,1751
65,come,"came, comes, coming",72.3,1694
66,could,"coulda, couldn't",72.3,1688
67,work,"worked, working, workings, works",72.2,1674
68,use,"used, uses, using",72.2,1657
69,than,,72,1591
70,now,,71.9,1563
71,then,,71.9,1554
72,also,,71.9,1552
73,into,,71.7,1478
74,only,,71.7,1475
75,look,"looked, looking, looks",71.4,1370
76,want,"wanna, wanted, wanting, wants",71.3,1354
77,give,"gave, given, gives, giving",71.2,1332
78,first,firsts,71.2,1321
79,new,"newer, newest",71.1,1290
80,way,ways,71.1,1279
81,find,"finding, findings, finds",70.9,1236
82,over,overs,70.9,1235
83,any,,70.9,1224
84,after,,70.8,1210
85,day,days,70.7,1187
86,where,,70.7,1187
87,thing,things,70.6,1161
88,most,,70.6,1146
89,should,"shoulda, shouldn't",70.5,1132
90,need,"needed, needing, needs",70.5,1129
91,much,,70.5,1125
92,right,"righted, righting, rights",70.5,1113
93,how,,70.4,1093
94,back,"backed, backing, backs",70.2,1051
95,mean,"meaner, meanest, meaning, meanings, means, meant",70.1,1021
96,even,"evened, evens",69.9,988
97,may,,69.8,959
98,here,,69.8,947
99,many,,69.8,945
100,such,,69.7,936
101,last,"lasted, lasting, lasts",69.6,917
102,child,children,69.6,910
103,tell,"telling, tells, told",69.5,901
104,really,,69.4,870
105,call,"called, calling, calls",69.4,869
106,before,,69.3,849
107,company,companies,69.3,842
108,through,,69.2,838
109,down,"downed, downing, downs",69.2,833
110,show,"showed, showing, shown, shows",69.2,827
111,life,,69.1,812
112,man,"manned, manning, mans, men",69.1,807
113,change,"changed, changes, changing",69,799
114,place,"placed, places, placing",69,795
115,long,"longed, longer, longest, longing, longs",69,791
116,between,,68.9,784
117,feel,"feeling, feelings, feels, felt",68.9,780
118,too,,68.8,763
119,still,"stilled, stiller, stillest, stilling, stills",68.8,752
120,problem,problems,68.6,733
121,write,"writes, writing, writings, written, wrote",68.6,732
122,same,,68.6,721
123,lot,lots,68.5,715
124,great,"greater, greatest, greats",68.5,710
125,try,"tried, tries, trying",68.4,699
126,leave,"leaved, leaves, leaving",68.4,699
127,number,"numbered, numbering, numbers",68.4,698
128,both,,68.4,695
129,own,"owned, owning, owns",68.4,693
130,part,"parted, parting, parts",68.4,692
131,point,"pointed, pointing, points",68.3,684
132,little,"littler, littlest",68.3,681
133,help,"helped, helping, helpings, helps",68.3,680
134,ask,"asked, asking, asks",68.3,675
135,meet,"meeting, meetings, meets, met",68.3,671
136,start,"started, starting, starts",68.3,669
137,talk,"talked, talking, talks",68.2,665
138,something,,68.2,665
139,put,"puts, putting",68.2,655
140,another,,68.2,655
141,become,"became, becomes, becoming",68.2,654
142,interest,"interested, interesting, interests",68.1,653
143,country,countries,68.1,653
144,old,"older, oldest",68.1,647
145,each,,68.1,646
146,school,"schooled, schooling, schools",68,638
147,late,"later, latest",68,638
148,high,"higher, highest, highs",68,637
149,different,,68,636
150,off,"offed, offing, offs",68,630
151,next,,67.9,620
152,end,"ended, ending, ends",67.9,619
153,live,"lived, lives, living",67.8,608
154,why,,67.8,607
155,while,"whiled, whiles, whiling",67.8,598
156,world,worlds,67.8,597
157,week,weeks,67.8,596
158,play,"played, playing, plays",67.7,593
159,might,"mighta, mightn't",67.7,587
160,must,"musta, mustn't",67.7,586
161,home,"homed, homes, homing",67.7,585
162,never,,67.6,580
163,include,"included, includes, including",67.6,575
164,course,"coursed, courses, coursing",67.6,575
165,house,"housed, houses, housing",67.6,572
166,report,"reported, reporting, reports",67.6,570
167,group,"grouped, grouping, groups",67.6,569
168,case,"cased, cases, casing, casings",67.6,569
169,woman,women,67.5,568
170,around,,67.5,568
171,book,"booked, booking, bookings, books",67.5,566
172,family,families,67.5,565
173,seem,"seemed, seeming, seems",67.5,562
174,let,"lemme, lets, letting",67.4,555
175,again,,67.4,554
176,kind,"kinder, kindest, kinds",67.4,554
177,keep,"keeping, keeps, kept",67.4,551
178,hear,"heard, hearing, hears",67.4,546
179,system,systems,67.4,545
180,every,,67.4,545
181,question,"questioned, questioning, questions",67.3,542
182,during,,67.3,540
183,always,,67.2,531
184,big,"bigger, biggest",67.2,527
185,set,"sets, setting, settings",67.2,526
186,small,"smaller, smallest",67.2,525
187,study,"studied, studies, studying",67.2,524
188,follow,"followed, following, follows",67.2,521
189,begin,"began, beginning, beginnings, begins, begun",67.1,518
190,important,,67.1,518
191,since,,67.1,515
192,run,"ran, running, runs",67.1,510
193,under,,67.1,509
194,turn,"turned, turning, turns",67.1,509
195,few,"fewer, fewest",67.1,509
196,bring,"bringing, brings, brought",67,502
197,early,"earlier, earliest",67,499
198,hand,"handed, handing, hands",67,497
199,state,"stated, states, stating",66.9,494
200,move,"moved, moves, moving",66.9,493
201,money,,66.9,492
202,fact,facts,66.9,486
203,however,,66.8,479
204,area,areas,66.8,477
205,provide,"provided, provides, providing",66.8,476
206,name,"named, names, naming",66.7,472
207,read,"reading, readings, reads",66.7,471
208,friend,friends,66.7,468
209,month,months,66.7,468
210,large,"larger, largest",66.7,464
211,business,businesses,66.7,464
212,without,,66.6,461
213,information,,66.6,459
214,open,"opened, opening, openings, opens",66.6,459
215,order,"ordered, ordering, orders",66.6,456
216,government,governments,66.6,455
217,word,"worded, wording, words",66.6,455
218,issue,"issued, issues, issuing",66.6,453
219,market,"marketed, marketing, markets",66.5,450
220,pay,"paid, paying, pays",66.5,447
221,build,"building, buildings, builds, built",66.5,446
222,hold,"held, holding, holdings, holds",66.4,442
223,service,"serviced, services, servicing",66.4,440
224,against,,66.4,436
225,believe,"believed, believes, believing",66.4,435
226,second,"sec, seconded, seconding, seconds",66.4,433
227,though,,66.3,430
228,yes,yeses,66.3,430
229,love,"loved, loves, loving",66.3,427
230,increase,"increased, increases, increasing",66.3,425
231,job,"jobbing, jobs",66.3,425
232,plan,"planned, planning, plans",66.3,425
233,result,"resulted, resulting, results",66.3,424
234,away,,66.3,424
235,example,examples,66.2,420
236,happen,"happened, happening, happenings, happens",66.2,420
237,offer,"offered, offering, offerings, offers",66.2,418
238,young,"younger, youngest",66.2,417
239,close,"closed, closer, closes, closest, closing",66.2,416
240,program,"programed, programing, programme, programmed, programmes, programming, programs",66.2,414
241,lead,"leading, leads, led",66.1,410
242,buy,"bought, buying, buys",66.1,405
243,understand,"understanding, understands, understood",66.1,403
244,thank,"thanked, thanking, thanks",66,399
245,far,"farther, farthest",66,398
246,today,,65.9,392
247,hour,hours,65.9,391
248,student,students,65.9,391
249,face,"faced, faces, facing",65.9,390
250,hope,"hoped, hopes, hoping",65.9,388
251,idea,ideas,65.9,387
252,cost,"costing, costs",65.9,386
253,less,,65.9,385
254,room,"roomed, rooming, rooms",65.9,385
255,until,,65.8,383
256,reason,"reasoned, reasoning, reasons",65.8,383
257,form,"formed, forming, forms",65.8,379
258,spend,"spending, spends, spent",65.8,378
259,head,"headed, heading, headings, heads",65.8,378
260,car,cars,65.8,377
261,learn,"learned, learning, learns, learnt",65.7,375
262,level,"leveled, leveling, levelled, levelling, levels",65.7,373
263,person,persons,65.7,368
264,experience,"experienced, experiences, experiencing",65.6,365
265,once,,65.6,365
266,member,members,65.6,364
267,enough,,65.6,363
268,bad,"worse, worst",65.6,363
269,city,cities,65.6,362
270,night,nights,65.6,361
271,able,"abler, ablest",65.6,361
272,support,"supported, supporting, supports",65.5,359
273,whether,,65.5,359
274,line,"lined, lines, lining",65.5,358
275,present,"presented, presenting, presents",65.5,358
276,side,"sided, sides, siding",65.5,356
277,quite,,65.5,354
278,although,,65.5,351
279,sure,"surer, surest",65.4,351
280,term,"termed, terming, terms",65.4,350
281,least,,65.4,350
282,age,"aged, ageing, ages, aging",65.4,349
283,low,"lowed, lower, lowered, lowering, lowers, lowest, lowing, lows",65.4,349
284,speak,"speaking, speaks, spoke, spoken",65.4,348
285,within,,65.4,347
286,process,"processed, processes, processing",65.4,346
287,public,,65.4,343
288,often,,65.3,341
289,train,"trained, training, trains",65.3,338
290,possible,,65.3,337
291,actually,,65.3,337
292,rather,,65.3,336
293,view,"viewed, viewing, views",65.3,336
294,together,,65.2,334
295,consider,"considered, considering, considers",65.2,334
296,price,"priced, prices, pricing",65.1,327
297,parent,"parented, parenting, parents",65.1,326
298,hard,"harder, hardest",65.1,325
299,party,"partied, parties, partying",65.1,322
300,local,locals,65.1,321
301,control,"controlled, controlling, controls",65.1,320
302,already,,65,318
303,concern,"concerned, concerning, concerns",65,317
304,product,products,65,317
305,lose,"loses, losing, lost",65,316
306,story,"storey, storied, stories",65,315
307,almost,,65,315
308,continue,"continued, continues, continuing",65,314
309,stand,"standing, stands, stood",65,313
310,whole,wholes,65,313
311,yet,,65,313
312,rate,"rated, rates, rating, ratings",64.9,312
313,care,"cared, cares, caring",64.9,311
314,expect,"expected, expecting, expects",64.9,311
315,effect,"effected, effecting, effects",64.9,311
316,sort,"sorted, sorting, sorts",64.9,311
317,ever,,64.9,311
318,anything,,64.9,310
319,cause,"caused, causes, causing",64.9,309
320,fall,"fallen, falling, falls, fell",64.9,309
321,deal,"dealing, deals, dealt",64.9,309
322,water,"watered, watering, waters",64.9,307
323,send,"sending, sends, sent",64.9,306
324,allow,"allowed, allowing, allows",64.8,305
325,soon,"sooner, soonest",64.8,304
326,watch,"watched, watches, watching",64.8,302
327,base,"based, baser, bases, basest, basing",64.8,300
328,probably,,64.8,299
329,suggest,"suggested, suggesting, suggests",64.7,298
330,past,,64.7,297
331,power,"powered, powering, powers",64.7,296
332,test,"tested, testing, tests",64.7,296
333,visit,"visited, visiting, visits",64.7,295
334,center,"centered, centering, centers, centre, centred, centres",64.7,295
335,grow,"grew, growing, grown, grows",64.7,294
336,nothing,,64.7,294
337,return,"returned, returning, returns",64.7,294
338,mother,"mothered, mothering, mothers",64.7,293
339,walk,"walked, walking, walks",64.6,291
340,matter,"mattered, mattering, matters",64.6,290
341,mind,"minded, minding, minds",64.6,290
342,value,"valued, values, valuing",64.6,289
343,office,offices,64.6,288
344,record,"recorded, recording, recordings, records",64.6,287
345,stay,"stayed, staying, stays",64.6,286
346,force,"forced, forces, forcing",64.6,286
347,stop,"stopped, stopping, stops",64.5,285
348,several,,64.5,285
349,light,"lighted, lightest, lighting, lights, lit",64.5,284
350,develop,"developed, developing, develops",64.5,282
351,remember,"remembered, remembering, remembers",64.5,282
352,bit,bits,64.5,281
353,share,"shared, shares, sharing",64.5,281
354,real,,64.5,280
355,answer,"answered, answering, answers",64.5,279
356,sit,"sat, sits, sitting",64.4,278
357,figure,"figured, figures, figuring",64.4,278
358,letter,"lettering, letters",64.4,277
359,decide,"decided, decides, deciding",64.4,276
360,language,languages,64.4,275
361,subject,"subjected, subjecting, subjects",64.4,273
362,class,"classed, classes, classing",64.3,272
363,development,developments,64.3,270
364,town,towns,64.3,269
365,half,"halved, halves, halving",64.3,269
366,minute,minutes,64.3,268
367,food,foods,64.3,268
368,break,"breaking, breaks, broke, broken",64.3,268
369,clear,"cleared, clearer, clearest, clearing, clears",64.3,266
370,future,futures,64.2,266
371,either,,64.2,266
372,ago,,64.2,265
373,per,,64.2,265
374,remain,"remained, remaining, remains",64.2,265
375,top,"topped, topping, toppings, tops",64.2,265
376,among,,64.2,265
377,win,"winning, winnings, wins",64.2,264
378,color,"colored, coloring, colors, colour, coloured, colouring, colours",64.2,263
379,involve,"involved, involves, involving",64.2,260
380,reach,"reached, reaches, reaching",64.2,260
381,social,,64.2,260
382,period,periods,64.1,259
383,across,,64.1,258
384,note,"noted, notes, noting",64.1,258
385,history,histories,64.1,258
386,create,"created, creates, creating",64.1,258
387,drive,"driven, drives, driving, drove",64.1,258
388,along,,64.1,257
389,type,"typed, types, typing",64.1,257
390,sound,"sounded, sounding, sounds",64.1,256
391,eye,"eyed, eyeing, eyes",64.1,256
392,music,,64.1,255
393,game,"gamed, games, gaming",64.1,255
394,political,,64.1,255
395,free,"freed, freeing, freer, frees, freest",64.1,255
396,receive,"received, receives, receiving",64.1,254
397,moment,moments,64,254
398,sale,sales,64,254
399,policy,policies,64,253
400,further,"furthered, furthering, furthers",64,251
401,body,"bodied, bodies",64,250
402,require,"required, requires, requiring",64,249
403,wait,"waited, waiting, waits",64,249
404,general,generals,64,248
405,appear,"appeared, appearing, appears",63.9,248
406,toward,towards,63.9,248
407,team,"teamed, teaming, teams",63.9,248
408,easy,"easier, easiest",63.9,248
409,individual,individuals,63.9,248
410,full,"fuller, fullest",63.9,248
411,black,"blacked, blacker, blackest, blacking, blacks",63.9,248
412,sense,"sensed, senses, sensing",63.9,247
413,perhaps,,63.9,246
414,add,"added, adding, adds",63.9,245
415,rule,"ruled, rules, ruling, rulings",63.9,245
416,pass,"passed, passes, passing",63.9,243
417,produce,"produced, produces, producing",63.9,243
418,sell,"selling, sells, sold",63.9,243
419,short,"shorted, shorter, shortest, shorting, shorts",63.8,241
420,agree,"agreed, agreeing, agrees",63.8,240
421,law,laws,63.8,239
422,everything,,63.8,238
423,research,"researched, researches, researching",63.7,237
424,cover,"covered, covering, coverings, covers",63.7,236
425,paper,"papered, papering, papers",63.7,236
426,position,"positioned, positioning, positions",63.7,236
427,near,"neared, nearer, nearest, nearing, nears",63.7,236
428,human,humans,63.7,235
429,computer,computers,63.7,235
430,situation,situations,63.7,235
431,staff,"staffed, staffing, staffs",63.7,234
432,activity,activities,63.7,234
433,film,"filmed, filming, films",63.7,232
434,morning,mornings,63.6,232
435,war,"warred, warring, wars",63.6,231
436,account,"accounted, accounting, accounts",63.6,231
437,shop,"shopped, shopping, shops",63.6,230
438,major,"majored, majoring, majors",63.6,229
439,someone,,63.6,228
440,above,,63.6,228
441,design,"designed, designing, designs",63.6,228
442,event,events,63.6,228
443,special,specials,63.6,228
444,sometimes,,63.6,227
445,condition,"conditioned, conditioning, conditions",63.5,226
446,carry,"carried, carries, carrying",63.5,226
447,choose,"chooses, choosing, chose, chosen",63.5,225
448,father,"fathered, fathering, fathers",63.5,225
449,decision,decisions,63.5,224
450,table,"tabled, tables",63.5,224
451,certain,,63.5,223
452,forward,"forwarded, forwarding, forwards",63.5,223
453,main,,63.5,223
454,die,"died, dies, dying",63.5,222
455,bear,"bearing, bearings, bears, borne",63.5,222
456,cut,"cuts, cutting, cuttings",63.5,221
457,describe,"described, describes, describing",63.4,220
458,himself,,63.4,220
459,available,,63.4,220
460,especially,,63.4,220
461,strong,"stronger, strongest",63.4,218
462,rise,"risen, rises, rising",63.4,218
463,girl,girls,63.4,217
464,maybe,,63.4,217
465,community,communities,63.4,217
466,else,,63.3,216
467,particular,particulars,63.3,215
468,role,roles,63.3,215
469,join,"joined, joining, joins",63.3,215
470,difficult,,63.3,215
471,please,"pleased, pleases, pleasing",63.3,213
472,detail,"detailed, detailing, details",63.3,213
473,difference,differences,63.3,212
474,action,actions,63.2,210
475,health,,63.2,209
476,eat,"ate, eaten, eating, eats",63.2,209
477,step,"stepped, stepping, steps",63.2,208
478,TRUE,"trued, truer, trues, truest, truing",63.2,208
479,phone,"phoned, phones, phoning",63.2,207
480,themselves,,63.2,207
481,draw,"drawing, drawings, drawn, draws, drew",63.2,207
482,white,"whiter, whites, whitest",63.1,206
483,date,"dated, dates, dating",63.1,205
484,practice,"practiced, practices, practicing, practise, practised, practises, practising",63.1,205
485,model,"modeled, modeling, modelled, modelling, models",63.1,205
486,raise,"raised, raises, raising",63.1,205
487,customer,customers,63.1,205
488,front,"fronted, fronting, fronts",63.1,203
489,explain,"explained, explaining, explains",63.1,202
490,door,doors,63.1,202
491,outside,outsides,63,200
492,behind,,63,200
493,economic,economics,63,199
494,site,"sited, sites",63,199
495,approach,"approached, approaches, approaching",63,199
496,teacher,teachers,63,199
497,land,"landed, landing, landings, lands",62.9,197
498,charge,"charged, charges, charging",62.9,197
499,finally,,62.9,197
500,sign,"signed, signing, signs",62.9,197
501,claim,"claimed, claiming, claims",62.9,196
502,relationship,relationships,62.9,196
503,travel,"traveled, traveling, travelled, travelling, travels",62.9,195
504,enjoy,"enjoyed, enjoying, enjoys",62.9,195
505,death,deaths,62.9,194
506,nice,"nicer, nicest",62.9,193
507,amount,"amounted, amounts",62.9,193
508,improve,"improved, improves, improving",62.8,192
509,picture,"pictured, pictures, picturing",62.8,192
510,boy,boys,62.8,192
511,regard,"regarded, regarding, regards",62.8,191
512,organization,"organisation, organisations, organizations",62.8,191
513,happy,"happier, happiest",62.8,191
514,couple,"coupled, couples, coupling",62.8,191
515,act,"acted, acting, acts",62.8,190
516,range,"ranged, ranges, ranging",62.8,190
517,quality,qualities,62.8,190
518,project,"projected, projecting, projects",62.8,190
519,round,"rounded, rounder, roundest, rounding, rounds",62.8,189
520,opportunity,opportunities,62.8,189
521,road,roads,62.8,189
522,accord,"accorded, according, accords",62.7,188
523,list,"listed, listing, listings, lists",62.7,187
524,wish,"wished, wishes, wishing",62.7,187
525,therefore,,62.7,187
526,wear,"wearing, wears, wore, worn",62.7,187
527,fund,"funded, funding, funds",62.7,187
528,rest,"rested, resting, rests",62.7,186
529,kid,"kidded, kidding, kids",62.7,186
530,industry,industries,62.7,185
531,education,educations,62.7,185
532,measure,"measured, measures, measuring",62.7,185
533,kill,"killed, killing, killings, kills",62.6,184
534,serve,"served, serves, serving, servings",62.6,184
535,likely,"likelier, likeliest",62.6,183
536,certainly,,62.6,182
537,national,nationals,62.6,181
538,itself,,62.6,181
539,teach,"taught, teaches, teaching, teachings",62.6,181
540,field,"fielded, fielding, fields",62.6,181
541,security,securities,62.5,180
542,air,"aired, airing, airs",62.5,179
543,benefit,"benefited, benefiting, benefits, benefitted, benefitting",62.5,179
544,trade,"traded, trades, trading",62.5,179
545,risk,"risked, risking, risks",62.5,179
546,news,,62.5,178
547,standard,standards,62.5,178
548,vote,"voted, votes, voting",62.5,177
549,percent,percents,62.5,177
550,focus,"focused, focuses, focusing, focussed, focusses, focussing",62.5,177
551,stage,"staged, stages, staging",62.5,177
552,space,"spaced, spaces, spacing",62.5,176
553,instead,,62.5,176
554,realize,"realise, realised, realises, realising, realized, realizes, realizing",62.5,176
555,usually,,62.4,175
556,data,datum,62.4,174
557,single,"singled, singles, singling",62.4,174
558,address,"addressed, addresses, addressing",62.4,173
559,performance,performances,62.4,172
560,chance,"chanced, chances, chancing",62.4,172
561,accept,"accepted, accepting, accepts",62.4,172
562,society,societies,62.4,172
563,technology,technologies,62.4,172
564,mention,"mentioned, mentioning, mentions",62.4,172
565,choice,"choicer, choices, choicest",62.3,171
566,save,"saved, saves, saving, savings",62.3,171
567,common,commonest,62.3,170
568,culture,"cultured, cultures, culturing",62.3,170
569,total,"totaled, totaling, totalled, totalling, totals",62.3,169
570,demand,"demanded, demanding, demands",62.3,169
571,material,materials,62.3,168
572,limit,"limited, limiting, limits",62.3,168
573,listen,"listened, listening, listens",62.3,168
574,due,,62.2,167
575,wrong,"wronged, wronging, wrongs",62.2,167
576,foot,"feet, footed, footing, foots",62.2,167
577,effort,efforts,62.2,167
578,attention,attentions,62.2,166
579,upon,,62.2,166
580,check,"checked, checking, checks",62.2,166
581,complete,"completed, completes, completing",62.2,166
582,lie,"lain, lied, lies, lying",62.2,166
583,pick,"picked, picking, picks",62.2,166
584,reduce,"reduced, reduces, reducing",62.2,165
585,personal,personals,62.2,165
586,ground,"grounded, grounding, grounds",62.2,165
587,animal,animals,62.2,165
588,arrive,"arrived, arrives, arriving",62.2,165
589,patient,patients,62.2,165
590,current,currents,62.1,164
591,century,centuries,62.1,163
592,evidence,"evidenced, evidences, evidencing",62.1,163
593,exist,"existed, existing, exists",62.1,163
594,similar,,62.1,163
595,fight,"fighting, fights, fought",62.1,163
596,leader,leaders,62.1,163
597,fine,"fined, finer, fines, finest, fining",62.1,162
598,street,streets,62.1,162
599,former,formers,62.1,162
600,contact,"contacted, contacting, contacts",62.1,162
601,particularly,,62.1,162
602,wife,wives,62.1,161
603,sport,"sported, sporting, sports",62.1,161
604,prepare,"prepared, prepares, preparing",62,160
605,discuss,"discussed, discusses, discussing",62,160
606,response,responses,62,159
607,voice,"voiced, voices, voicing",62,159
608,piece,"pieced, pieces, piecing",62,159
609,finish,"finished, finishes, finishing",62,158
610,suppose,"supposed, supposes, supposing",62,157
611,apply,"applied, applies, applying",62,157
612,president,presidents,62,157
613,fire,"fired, fires, firing, firings",62,157
614,compare,"compared, compares, comparing",62,157
615,court,"courted, courting, courts",61.9,156
616,police,"policed, polices, policing",61.9,156
617,store,"stored, stores, storing",61.9,156
618,poor,"poorer, poorest",61.9,156
619,knowledge,,61.9,155
620,laugh,"laughed, laughing, laughs",61.9,155
621,arm,"armed, arming, arms",61.9,155
622,heart,"hearted, hearts",61.9,155
623,source,"sourced, sources, sourcing",61.9,155
624,employee,employees,61.9,154
625,manage,"managed, manages, managing",61.9,154
626,simply,,61.9,153
627,bank,"banked, banking, banks",61.9,153
628,firm,"firmed, firmer, firmest, firming, firms",61.8,153
629,cell,"celled, cells",61.8,153
630,article,"articled, articles, articling",61.8,152
631,fast,"fasted, faster, fastest, fasting, fasts",61.8,151
632,attack,"attacked, attacking, attacks",61.8,151
633,foreign,,61.8,151
634,surprise,"surprised, surprises, surprising",61.8,151
635,feature,"featured, features, featuring",61.8,150
636,factor,"factored, factoring, factors",61.8,150
637,pretty,"prettier, pretties, prettiest, prettying",61.8,150
638,recently,,61.8,150
639,affect,"affected, affecting, affects",61.8,150
640,drop,"dropped, dropping, drops",61.8,150
641,recent,,61.7,149
642,relate,"related, relates, relating",61.7,149
643,official,officials,61.7,149
644,financial,financials,61.7,149
645,miss,"missed, misses, missing",61.7,149
646,art,arts,61.7,149
647,campaign,"campaigned, campaigning, campaigns",61.7,148
648,private,,61.7,148
649,pause,"paused, pauses, pausing",61.7,148
650,everyone,,61.7,148
651,forget,"forgets, forgetting, forgot, forgotten",61.7,147
652,page,"paged, pages, paging",61.7,147
653,worry,"worried, worries, worrying",61.7,147
654,summer,"summered, summers",61.7,147
655,drink,"drank, drinking, drinks",61.7,147
656,opinion,"opinioned, opinions",61.7,147
657,park,"parked, parking, parks",61.7,146
658,represent,"represented, representing, represents",61.6,146
659,key,"keyed, keying, keys",61.6,146
660,inside,insides,61.6,145
661,manager,managers,61.6,145
662,international,internationals,61.6,144
663,contain,"contained, containing, contains",61.6,144
664,notice,"noticed, notices, noticing",61.6,143
665,wonder,"wondered, wondering, wonders",61.6,143
666,nature,"natured, natures",61.5,143
667,structure,"structured, structures, structuring",61.5,143
668,section,"sectioned, sectioning, sections",61.5,142
669,myself,,61.5,142
670,exactly,,61.5,142
671,plant,"planted, planting, plants",61.5,142
672,paint,"painted, painting, paintings, paints",61.5,142
673,worker,workers,61.5,141
674,press,"pressed, presses, pressing",61.5,141
675,whatever,,61.5,141
676,necessary,necessaries,61.5,141
677,region,regions,61.5,141
678,growth,growths,61.5,140
679,evening,evenings,61.5,140
680,influence,"influenced, influences, influencing",61.5,140
681,respect,"respected, respecting, respects",61.5,140
682,various,,61.5,140
683,catch,"catches, catching, caught",61.4,140
684,thus,,61.4,139
685,skill,"skilled, skills",61.4,139
686,attempt,"attempted, attempting, attempts",61.4,139
687,son,sons,61.4,139
688,simple,"simpler, simplest",61.4,138
689,medium,mediums,61.4,138
690,average,"averaged, averages, averaging",61.4,138
691,stock,"stocked, stocking, stocks",61.4,138
692,management,managements,61.4,138
693,character,characters,61.4,138
694,bed,"bedded, bedding, beds",61.4,137
695,hit,"hits, hitting",61.4,137
696,establish,"established, establishes, establishing",61.4,137
697,indeed,,61.4,137
698,final,finals,61.4,137
699,economy,economies,61.4,137
700,fit,"fits, fitted, fitter, fittest, fitting, fittings",61.4,137
701,guy,guys,61.3,136
702,function,"functioned, functioning, functions",61.3,135
703,yesterday,yesterdays,61.3,135
704,image,"imaged, images, imaging",61.3,135
705,size,"sized, sizes, sizing",61.3,135
706,behavior,"behaviors, behaviour, behaviours",61.3,135
707,addition,additions,61.3,135
708,determine,"determined, determines, determining",61.3,134
709,station,"stationed, stationing, stations",61.3,134
710,population,populations,61.3,134
711,fail,"failed, failing, failings, fails",61.3,134
712,environment,environments,61.3,134
713,production,productions,61.3,133
714,contract,"contracted, contracting, contracts",61.2,133
715,player,players,61.2,132
716,comment,"commented, commenting, comments",61.2,132
717,enter,"entered, entering, enters",61.2,132
718,occur,"occurred, occurring, occurs",61.2,132
719,alone,,61.2,132
720,significant,,61.2,131
721,drug,"drugged, drugging, drugs",61.2,131
722,wall,"walled, walling, walls",61.2,131
723,series,,61.2,131
724,direct,"directed, directing, directs",61.2,131
725,success,successes,61.1,130
726,tomorrow,tomorrows,61.1,130
727,director,directors,61.1,130
728,clearly,,61.1,130
729,lack,"lacked, lacking, lacks",61.1,129
730,review,"reviewed, reviewing, reviews",61.1,129
731,depend,"depended, depending, depends",61.1,129
732,race,"raced, races, racing",61.1,129
733,recognize,"recognise, recognised, recognises, recognising, recognized, recognizes, recognizing",61.1,129
734,window,"windowed, windowing, windows",61.1,129
735,purpose,"purposed, purposes, purposing",61.1,128
736,department,departments,61.1,128
737,gain,"gained, gaining, gains",61.1,128
738,tree,trees,61.1,128
739,college,colleges,61.1,128
740,argue,"argued, argues, arguing",61.1,128
741,board,"boarded, boarding, boards",61.1,128
742,holiday,"holidayed, holidaying, holidays",61,127
743,mark,"marked, marking, markings, marks",61,127
744,church,"churched, churches, churching",61,127
745,machine,"machined, machines, machining",61,126
746,achieve,"achieved, achieves, achieving",61,126
747,item,items,61,126
748,prove,"proved, proven, proves, proving",61,126
749,cent,cents,61,126
750,season,"seasoned, seasoning, seasonings, seasons",61,126
751,floor,"floored, flooring, floors",61,126
752,stuff,"stuffed, stuffing, stuffs",61,126
753,wide,"wider, widest",61,126
754,anyone,,61,126
